Id,Tipo,Especialidad, Puntuacion 
4484,Especialista,Dermatologists, 8.0 
4485,Clinica,Ayurveda, 9.6 
4486,Hospital,Dermatologists, 9.6 
4487,ONG,Homeopath, 9.9 
4488,Otro,Dentist, 8.0 
4489,Medico,Dermatologists, 9.8 
4490,Especialista,ENT Specialist, 8.0 
4491,Clinica,General Medicine, 8.8 
4492,Hospital,ENT Specialist, 8.0 
4493,ONG,General Medicine, 8.0 
4494,Otro,Homeopath, 8.0 
4495,Medico,Dentist, 8.0 
4496,Especialista,ENT Specialist, 9.8 
4497,Clinica,General Medicine, 9.5 
4498,Hospital,Dentist, 8.0 
4499,ONG,Homeopath, 8.0 
4500,Otro,Homeopath, 8.0 
4501,Medico,Ayurveda, 8.0 
4502,Especialista,Dermatologists, 8.0 
4503,Clinica,Dermatologists, 9.2 
4504,Hospital,Homeopath, 9.8 
4505,ONG,ENT Specialist, 8.0 
4506,Otro,Dermatologists, 8.0 
4507,Medico,Ayurveda, 8.3 
4508,Especialista,Dentist, 8.0 
4509,Clinica,General Medicine, 9.9 
4510,Hospital,Dermatologists, 0.6 
4511,ONG,General Medicine, 8.0 
4512,Otro,ENT Specialist, 9.2 
4513,Medico,General Medicine, 8.0 
4514,Especialista,ENT Specialist, 9.3 
4515,Clinica,Dermatologists, 9.0 
4516,Hospital,Dermatologists, 10.0 
4517,ONG,General Medicine, 8.0 
4518,Otro,Dermatologists, 8.0 
4519,Medico,Ayurveda, 8.0 
4520,Especialista,ENT Specialist, 8.0 
4521,Clinica,Homeopath, 8.0 
4522,Hospital,Dentist, 9.5 
4523,ONG,Ayurveda, 9.7 
4524,Otro,Dentist, 9.3 
4525,Medico,Dentist, 10.0 
4526,Especialista,Ayurveda, 8.0 
4527,Clinica,Homeopath, 8.0 
4528,Hospital,Dermatologists, 10.0 
4529,ONG,Ayurveda, 9.3 
4530,Otro,ENT Specialist, 8.0 
4531,Medico,Dentist, 8.0 
4532,Especialista,Dentist, 8.0 
4533,Clinica,Dentist, 9.9 
4534,Hospital,Dentist, 8.0 
4535,ONG,Dentist, 8.0 
4536,Otro,Dentist, 9.8 
4537,Medico,Dentist, 9.9 
4538,Especialista,Homeopath, 8.0 
4539,Clinica,Homeopath, 8.0 
4540,Hospital,ENT Specialist, 10.0 
4541,ONG,ENT Specialist, 8.0 
4542,Otro,Dentist, 8.0 
4543,Medico,Ayurveda, 8.0 
4544,Especialista,Dermatologists, 8.0 
4545,Clinica,Homeopath, 8.0 
4546,Hospital,Ayurveda, 8.0 
4547,ONG,ENT Specialist, 8.0 
4548,Otro,Ayurveda, 8.0 
4549,Medico,ENT Specialist, 8.0 
4550,Especialista,General Medicine, 8.0 
4551,Clinica,General Medicine, 8.0 
4552,Hospital,ENT Specialist, 9.0 
4553,ONG,ENT Specialist, 8.0 
4554,Otro,ENT Specialist, 9.7 
4555,Medico,Dermatologists, 9.8 
4556,Especialista,Dermatologists, 9.7 
4557,Clinica,General Medicine, 9.7 
4558,Hospital,ENT Specialist, 9.3 
4559,ONG,Dermatologists, 9.0 
4560,Otro,Homeopath, 8.0 
4561,Medico,Ayurveda, 8.7 
4562,Especialista,Ayurveda, 9.7 
4563,Clinica,ENT Specialist, 8.0 
4564,Hospital,ENT Specialist, 10.0 
4565,ONG,Dermatologists, 9.3 
4566,Otro,Dentist, 8.0 
4567,Medico,ENT Specialist, 9.7 
4568,Especialista,General Medicine, 9.5 
4569,Clinica,Dermatologists, 8.0 
4570,Hospital,Ayurveda, 8.0 
4571,ONG,Dentist, 8.0 
4572,Otro,Dentist, 8.0 
4573,Medico,ENT Specialist, 8.0 
4574,Especialista,Dermatologists, 8.7 
4575,Clinica,General Medicine, 8.5 
4576,Hospital,Dentist, 8.2 
4577,ONG,Dentist, 10.0 
4578,Otro,Ayurveda, 8.0 
4579,Medico,General Medicine, 9.6 
4580,Especialista,Ayurveda, 9.6 
4581,Clinica,Ayurveda, 9.7 
4582,Hospital,Dentist, 8.0 
4583,ONG,ENT Specialist, 9.7 
4584,Otro,Dentist, 10.0 
4585,Medico,Ayurveda, 9.4 
4586,Especialista,Dentist, 8.0 
4587,Clinica,ENT Specialist, 8.0 
4588,Hospital,Homeopath, 8.0 
4589,ONG,Dentist, 8.0 
4590,Otro,ENT Specialist, 9.6 
4591,Medico,General Medicine, 810.0 
4592,Especialista,Dentist, 9.4 
4593,Clinica,Dermatologists, 9.8 
4594,Hospital,Homeopath, 8.0 
4595,ONG,ENT Specialist, 10.0 
4596,Otro,Ayurveda, 8.0 
4597,Medico,Dentist, 8.0 
4598,Especialista,Dentist, 8.0 
4599,Clinica,Ayurveda, 9.8 
4600,Hospital,General Medicine, 8.0 
4601,ONG,Dermatologists, 9.4 
4602,Otro,Dentist, 8.0 
4603,Medico,ENT Specialist, 8.0 
4604,Especialista,ENT Specialist, 10.0 
4605,Clinica,Dermatologists, 8.0 
4606,Hospital,Homeopath, 10.0 
4607,ONG,Dentist, 9.2 
4608,Otro,ENT Specialist, 8.0 
4609,Medico,General Medicine, 7.4 
4610,Especialista,Ayurveda, 0.8 
4611,Clinica,Ayurveda, 8.0 
4612,Hospital,Homeopath, 8.0 
4613,ONG,Dentist, 7.6 
4614,Otro,Dermatologists, 8.0 
4615,Medico,ENT Specialist, 8.0 
4616,Especialista,Dentist, 8.0 
4617,Clinica,General Medicine, 8.0 
4618,Hospital,General Medicine, 8.0 
4619,ONG,Ayurveda, 8.0 
4620,Otro,Ayurveda, 10.0 
4621,Medico,Dentist, 9.8 
4622,Especialista,Homeopath, 9.9 
4623,Clinica,General Medicine, 8.0 
4624,Hospital,Dentist, 8.0 
4625,ONG,ENT Specialist, 8.0 
4626,Otro,Homeopath, 8.0 
4627,Medico,Dentist, 8.0 
4628,Especialista,Dentist, 9.7 
4629,Clinica,Ayurveda, 9.4 
4630,Hospital,Dermatologists, 8.0 
4631,ONG,Dermatologists, 9.7 
4632,Otro,Homeopath, 9.0 
4633,Medico,General Medicine, 8.0 
4634,Especialista,Dermatologists, 8.0 
4635,Clinica,Ayurveda, 8.0 
4636,Hospital,Dentist, 8.0 
4637,ONG,General Medicine, 8.0 
4638,Otro,General Medicine, 8.0 
4639,Medico,Dermatologists, 8.0 
4640,Especialista,ENT Specialist, 9.6 
4641,Clinica,Dentist, 9.4 
4642,Hospital,Homeopath, 9.7 
4643,ONG,General Medicine, 8.0 
4644,Otro,ENT Specialist, 8.0 
4645,Medico,Dentist, 9.0 
4646,Especialista,General Medicine, 9.7 
4647,Clinica,ENT Specialist, 8.0 
4648,Hospital,Ayurveda, 8.0 
4649,ONG,Homeopath, 8.0 
4650,Otro,Homeopath, 8.0 
4651,Medico,Dentist, 8.2 
4652,Especialista,Ayurveda, 9.9 
4653,Clinica,ENT Specialist, 9.0 
4654,Hospital,Dentist, 8.0 
4655,ONG,General Medicine, 9.9 
4656,Otro,Dermatologists, 8.0 
4657,Medico,ENT Specialist, 9.6 
4658,Especialista,Ayurveda, 8.0 
4659,Clinica,General Medicine, 9.8 
4660,Hospital,Dermatologists, 8.0 
4661,ONG,Dentist, 8.0 
4662,Otro,Dentist, 10.0 
4663,Medico,Dentist, 9.0 
4664,Especialista,Ayurveda, 8.0 
4665,Clinica,Dermatologists, 8.0 
4666,Hospital,Homeopath, 9.4 
4667,ONG,Dermatologists, 8.0 
4668,Otro,Ayurveda, 9.0 
4669,Medico,Dentist, 8.0 
4670,Especialista,General Medicine, 10.0 
4671,Clinica,Dermatologists, 8.0 
4672,Hospital,General Medicine, 9.9 
4673,ONG,Dentist, 8.0 
4674,Otro,Dermatologists, 9.8 
4675,Medico,General Medicine, 9.7 
4676,Especialista,Dermatologists, 9.0 
4677,Clinica,Dentist, 10.0 
4678,Hospital,Homeopath, 8.0 
4679,ONG,Homeopath, 8.0 
4680,Otro,General Medicine, 84.0 
4681,Medico,Homeopath, 8.0 
4682,Especialista,Dentist, 8.0 
4683,Clinica,Dermatologists, 8.0 
4684,Hospital,Dentist, 8.6 
4685,ONG,General Medicine, 10.0 
4686,Otro,General Medicine, 8.3 
4687,Medico,Dentist, 8.0 
4688,Especialista,Dermatologists, 9.9 
4689,Clinica,General Medicine, 9.0 
4690,Hospital,Dentist, 9.4 
4691,ONG,Dermatologists, 8.0 
4692,Otro,Dentist, 8.0 
4693,Medico,Dentist, 9.0 
4694,Especialista,General Medicine, 8.0 
4695,Clinica,Homeopath, 9.0 
4696,Hospital,Dentist, 8.0 
4697,ONG,Dermatologists, 9.8 
4698,Otro,Ayurveda, 8.0 
4699,Medico,Homeopath, 8.0 
4700,Especialista,Ayurveda, 10.0 
4701,Clinica,Dermatologists, 8.0 
4702,Hospital,Dentist, 8.0 
4703,ONG,Dentist, 8.0 
4704,Otro,Ayurveda, 8.0 
4705,Medico,Ayurveda, 8.0 
4706,Especialista,Dermatologists, 8.0 
4707,Clinica,Dentist, 9.6 
4708,Hospital,Homeopath, 9.9 
4709,ONG,ENT Specialist, 8.0 
4710,Otro,General Medicine, 8.0 
4711,Medico,Dentist, 8.0 
4712,Especialista,Ayurveda, 9.3 
4713,Clinica,Homeopath, 8.0 
4714,Hospital,Ayurveda, 10.0 
4715,ONG,Dentist, 8.0 
4716,Otro,Dentist, 10.0 
4717,Medico,Dentist, 9.5 
4718,Especialista,General Medicine, 8.0 
4719,Clinica,Ayurveda, 8.0 
4720,Hospital,Homeopath, 8.0 
4721,ONG,Dentist, 9.2 
4722,Otro,Ayurveda, 9.5 
4723,Medico,Homeopath, 8.0 
4724,Especialista,Dentist, 8.0 
4725,Clinica,General Medicine, 10.0 
4726,Hospital,Dentist, 8.0 
4727,ONG,General Medicine, 10.0 
4728,Otro,Ayurveda, 8.0 
4729,Medico,Dentist, 9.7 
4730,Especialista,Dermatologists, 8.0 
4731,Clinica,Dentist, 8.0 
4732,Hospital,General Medicine, 9.5 
4733,ONG,Dentist, 8.0 
4734,Otro,Dermatologists, 8.0 
4735,Medico,Homeopath, 10.0 
4736,Especialista,Homeopath, 8.0 
4737,Clinica,Ayurveda, 8.0 
4738,Hospital,Homeopath, 10.0 
4739,ONG,Homeopath, 8.0 
4740,Otro,Ayurveda, 8.0 
4741,Medico,Ayurveda, 8.0 
4742,Especialista,Dentist, 9.3 
4743,Clinica,Dentist, 9.5 
4744,Hospital,Ayurveda, 8.0 
4745,ONG,Ayurveda, 8.0 
4746,Otro,General Medicine, 8.0 
4747,Medico,Ayurveda, 8.0 
4748,Especialista,General Medicine, 9.8 
4749,Clinica,Dentist, 8.0 
4750,Hospital,Dentist, 9.8 
4751,ONG,Dentist, 9.6 
4752,Otro,Dermatologists, 9.7 
4753,Medico,Dentist, 10.0 
4754,Especialista,General Medicine, 8.0 
4755,Clinica,Homeopath, 8.5 
4756,Hospital,Dentist, 8.0 
4757,ONG,ENT Specialist, 9.6 
4758,Otro,Dermatologists, 8.0 
4759,Medico,Homeopath, 8.0 
4760,Especialista,Dentist, 8.0 
4761,Clinica,Dentist, 9.8 
4762,Hospital,ENT Specialist, 8.0 
4763,ONG,Dentist, 8.0 
4764,Otro,Dentist, 8.0 
4765,Medico,General Medicine, 9.5 
4766,Especialista,Dermatologists, 9.9 
4767,Clinica,Ayurveda, 8.0 
4768,Hospital,Dentist, 8.0 
4769,ONG,Homeopath, 9.8 
4770,Otro,Dentist, 9.9 
4771,Medico,General Medicine, 9.8 
4772,Especialista,Ayurveda, 10.0 
4773,Clinica,Dermatologists, 8.0 
4774,Hospital,Dentist, 8.0 
4775,ONG,General Medicine, 9.9 
4776,Otro,Ayurveda, 8.0 
4777,Medico,General Medicine, 8.0 
4778,Especialista,Dermatologists, 9.8 
4779,Clinica,General Medicine, 9.3 
4780,Hospital,General Medicine, 8.0 
4781,ONG,Dentist, 8.0 
4782,Otro,Dermatologists, 9.9 
4783,Medico,General Medicine, 9.4 
4784,Especialista,Dentist, 8.0 
4785,Clinica,Dentist, 9.7 
4786,Hospital,Dentist, 10.0 
4787,ONG,Homeopath, 8.0 
4788,Otro,Ayurveda, 8.0 
4789,Medico,Ayurveda, 8.0 
4790,Especialista,General Medicine, 9.3 
4791,Clinica,Homeopath, 8.0 
4792,Hospital,Dentist, 8.0 
4793,ONG,Dermatologists, 9.6 
4794,Otro,Dermatologists, 9.8 
4795,Medico,General Medicine, 9.3 
4796,Especialista,Ayurveda, 8.0 
4797,Clinica,General Medicine, 9.6 
4798,Hospital,Homeopath, 9.6 
4799,ONG,Ayurveda, 8.0 
4800,Otro,Dentist, 9.5 
4801,Medico,ENT Specialist, 10.0 
4802,Especialista,Dentist, 8.0 
4803,Clinica,ENT Specialist, 9.4 
4804,Hospital,ENT Specialist, 8.0 
4805,ONG,General Medicine, 9.5 
4806,Otro,Dentist, 8.0 
4807,Medico,Dentist, 10.0 
4808,Especialista,General Medicine, 8.0 
4809,Clinica,Dentist, 0.7 
4810,Hospital,Dentist, 9.8 
4811,ONG,Dermatologists, 10.0 
4812,Otro,Homeopath, 8.9 
4813,Medico,Dentist, 8.0 
4814,Especialista,General Medicine, 8.9 
4815,Clinica,Dermatologists, 8.0 
4816,Hospital,General Medicine, 9.7 
4817,ONG,Dermatologists, 8.2 
4818,Otro,Ayurveda, 9.8 
4819,Medico,General Medicine, 8.0 
4820,Especialista,Ayurveda, 9.2 
4821,Clinica,Homeopath, 10.0 
4822,Hospital,ENT Specialist, 9.8 
4823,ONG,Dermatologists, 8.0 
4824,Otro,Dentist, 8.0 
4825,Medico,General Medicine, 9.9 
4826,Especialista,General Medicine, 0.7 
4827,Clinica,Homeopath, 9.6 
4828,Hospital,General Medicine, 8.0 
4829,ONG,Dentist, 8.0 
4830,Otro,Homeopath, 9.5 
4831,Medico,ENT Specialist, 9.4 
4832,Especialista,General Medicine, 9.9 
4833,Clinica,General Medicine, 8.0 
4834,Hospital,Dermatologists, 8.0 
4835,ONG,Dermatologists, 9.3 
4836,Otro,Ayurveda, 9.7 
4837,Medico,Ayurveda, 8.0 
4838,Especialista,General Medicine, 8.0 
4839,Clinica,Ayurveda, 8.9 
4840,Hospital,Ayurveda, 8.0 
4841,ONG,Dentist, 8.0 
4842,Otro,Dermatologists, 9.9 
4843,Medico,Dermatologists, 8.0 
4844,Especialista,General Medicine, 0.8 
4845,Clinica,General Medicine, 8.0 
4846,Hospital,Dermatologists, 8.0 
4847,ONG,Dermatologists, 10.0 
4848,Otro,Dentist, 8.0 
4849,Medico,General Medicine, 9.9 
4850,Especialista,Homeopath, 8.0 
4851,Clinica,General Medicine, 8.0 
4852,Hospital,Homeopath, 0.7 
4853,ONG,Ayurveda, 9.0 
4854,Otro,Dentist, 8.0 
4855,Medico,Dermatologists, 9.9 
4856,Especialista,General Medicine, 9.6 
4857,Clinica,Dentist, 8.0 
4858,Hospital,Dermatologists, 8.0 
4859,ONG,Ayurveda, 8.0 
4860,Otro,Dermatologists, 8.0 
4861,Medico,Ayurveda, 8.0 
4862,Especialista,Dermatologists, 9.9 
4863,Clinica,Dentist, 9.8 
4864,Hospital,Dermatologists, 10.0 
4865,ONG,Dermatologists, 10.0 
4866,Otro,Dentist, 9.4 
4867,Medico,Homeopath, 8.0 
4868,Especialista,General Medicine, 8.0 
4869,Clinica,Dentist, 8.0 
4870,Hospital,Dermatologists, 8.0 
4871,ONG,Ayurveda, 10.0 
4872,Otro,Dentist, 8.0 
4873,Medico,General Medicine, 9.5 
4874,Especialista,Dentist, 8.0 
4875,Clinica,Dermatologists, 10.0 
4876,Hospital,Dentist, 9.3 
4877,ONG,General Medicine, 9.4 
4878,Otro,Dentist, 8.0 
4879,Medico,General Medicine, 9.7 
4880,Especialista,Dermatologists, 8.0 
4881,Clinica,Dentist, 6.8 
4882,Hospital,Ayurveda, 8.0 
4883,ONG,ENT Specialist, 10.0 
4884,Otro,Dermatologists, 8.0 
4885,Medico,Dermatologists, 9.7 
4886,Especialista,Ayurveda, 8.0 
4887,Clinica,ENT Specialist, 9.9 
4888,Hospital,Dentist, 8.0 
4889,ONG,Homeopath, 8.0 
4890,Otro,Dermatologists, 10.0 
4891,Medico,ENT Specialist, 9.9 
4892,Especialista,ENT Specialist, 9.2 
4893,Clinica,Homeopath, 810.0 
4894,Hospital,Dentist, 9.5 
4895,ONG,Dentist, 9.7 
4896,Otro,Homeopath, 10.0 
4897,Medico,General Medicine, 8.0 
4898,Especialista,Homeopath, 10.0 
4899,Clinica,Ayurveda, 8.0 
4900,Hospital,Dentist, 8.0 
4901,ONG,ENT Specialist, 10.0 
4902,Otro,Dentist, 8.0 
4903,Medico,Dermatologists, 9.6 
4904,Especialista,General Medicine, 8.0 
4905,Clinica,Dentist, 8.0 
4906,Hospital,Dermatologists, 9.9 
4907,ONG,Ayurveda, 9.5 
4908,Otro,General Medicine, 9.2 
4909,Medico,General Medicine, 8.9 
4910,Especialista,General Medicine, 8.0 
4911,Clinica,General Medicine, 8.0 
4912,Hospital,Dentist, 8.0 
4913,ONG,General Medicine, 9.7 
4914,Otro,ENT Specialist, 9.9 
4915,Medico,Ayurveda, 9.0 
4916,Especialista,ENT Specialist, 8.0 
4917,Clinica,Dentist, 10.0 
4918,Hospital,General Medicine, 8.0 
4919,ONG,Dentist, 9.4 
4920,Otro,Dermatologists, 9.7 
4921,Medico,Dermatologists, 9.5 
4922,Especialista,ENT Specialist, 9.7 
4923,Clinica,Dentist, 8.0 
4924,Hospital,Dentist, 8.0 
4925,ONG,Homeopath, 8.0 
4926,Otro,Dermatologists, 8.0 
4927,Medico,Dermatologists, 9.7 
4928,Especialista,ENT Specialist, 8.0 
4929,Clinica,Dentist, 8.0 
4930,Hospital,ENT Specialist, 8.0 
4931,ONG,Dermatologists, 8.9 
4932,Otro,Homeopath, 8.0 
4933,Medico,Dermatologists, 8.0 
4934,Especialista,Ayurveda, 8.0 
4935,Clinica,Dentist, 9.5 
4936,Hospital,Dentist, 9.3 
4937,ONG,Dentist, 8.0 
4938,Otro,ENT Specialist, 9.2 
4939,Medico,ENT Specialist, 8.0 
4940,Especialista,Homeopath, 8.0 
4941,Clinica,ENT Specialist, 8.0 
4942,Hospital,General Medicine, 9.0 
4943,ONG,Dentist, 9.6 
4944,Otro,ENT Specialist, 8.0 
4945,Medico,Dentist, 8.0 
4946,Especialista,Homeopath, 8.0 
4947,Clinica,Ayurveda, 8.0 
4948,Hospital,General Medicine, 8.0 
4949,ONG,Dermatologists, 8.0 
4950,Otro,Dentist, 8.8 
4951,Medico,ENT Specialist, 8.0 
4952,Especialista,Dentist, 9.4 
4953,Clinica,Dentist, 9.8 
4954,Hospital,General Medicine, 9.6 
4955,ONG,Homeopath, 8.0 
4956,Otro,Homeopath, 8.0 
4957,Medico,General Medicine, 8.0 
4958,Especialista,ENT Specialist, 8.0 
4959,Clinica,General Medicine, 8.0 
4960,Hospital,Homeopath, 8.0 
4961,ONG,Homeopath, 10.0 
4962,Otro,Dentist, 10.0 
4963,Medico,Dermatologists, 10.0 
4964,Especialista,Dermatologists, 9.3 
4965,Clinica,Dermatologists, 9.0 
4966,Hospital,Dermatologists, 9.4 
4967,ONG,Homeopath, 9.8 
4968,Otro,ENT Specialist, 8.0 
4969,Medico,Dentist, 8.0 
4970,Especialista,Ayurveda, 10.0 
4971,Clinica,Dermatologists, 8.0 
4972,Hospital,Homeopath, 5.6 
4973,ONG,General Medicine, 8.0 
4974,Otro,Dermatologists, 8.0 
4975,Medico,Dentist, 8.8 
4976,Especialista,Ayurveda, 9.9 
4977,Clinica,Dentist, 9.3 
4978,Hospital,Dentist, 9.6 
4979,ONG,Dermatologists, 10.0 
4980,Otro,Dentist, 9.7 
4981,Medico,General Medicine, 8.0 
4982,Especialista,Homeopath, 9.9 
4983,Clinica,Dermatologists, 9.0 
4984,Hospital,Dentist, 8.0 
4985,ONG,Dentist, 8.0 
4986,Otro,Ayurveda, 8.0 
4987,Medico,Ayurveda, 8.0 
4988,Especialista,Ayurveda, 8.0 
4989,Clinica,ENT Specialist, 8.0 
4990,Hospital,General Medicine, 8.0 
4991,ONG,Homeopath, 8.0 
4992,Otro,General Medicine, 8.0 
4993,Medico,Dermatologists, 9.8 
4994,Especialista,Dermatologists, 8.7 
4995,Clinica,Dermatologists, 8.0 
4996,Hospital,Homeopath, 10.0 
4997,ONG,Dentist, 10.0 
4998,Otro,Homeopath, 9.8 
4999,Medico,ENT Specialist, 8.0 
5000,Especialista,Dentist, 8.0 
5001,Clinica,Homeopath, 8.0 
5002,Hospital,Dentist, 8.0 
5003,ONG,Ayurveda, 9.7 
5004,Otro,Dentist, 9.6 
5005,Medico,Homeopath, 8.0 
5006,Especialista,General Medicine, 8.0 
5007,Clinica,Ayurveda, 8.0 
5008,Hospital,ENT Specialist, 10.0 
5009,ONG,ENT Specialist, 8.0 
5010,Otro,Dermatologists, 8.0 
5011,Medico,Ayurveda, 8.0 
5012,Especialista,Dermatologists, 8.0 
5013,Clinica,Ayurveda, 9.0 
5014,Hospital,Ayurveda, 10.0 
5015,ONG,Dentist, 9.8 
5016,Otro,Ayurveda, 8.0 
5017,Medico,Dermatologists, 8.0 
5018,Especialista,Dentist, 8.0 
5019,Clinica,Dermatologists, 10.0 
5020,Hospital,ENT Specialist, 9.3 
5021,ONG,General Medicine, 8.0 
5022,Otro,Dermatologists, 8.0 
5023,Medico,Homeopath, 8.0 
5024,Especialista,General Medicine, 8.0 
5025,Clinica,Homeopath, 8.0 
5026,Hospital,Dentist, 8.0 
5027,ONG,General Medicine, 8.0 
5028,Otro,ENT Specialist, 84.0 
5029,Medico,General Medicine, 0.5 
5030,Especialista,Dentist, 9.5 
5031,Clinica,Dentist, 10.0 
5032,Hospital,ENT Specialist, 8.0 
5033,ONG,Dentist, 8.0 
5034,Otro,ENT Specialist, 9.0 
5035,Medico,Ayurveda, 8.0 
5036,Especialista,Ayurveda, 8.0 
5037,Clinica,Dentist, 10.0 
5038,Hospital,Ayurveda, 8.0 
5039,ONG,Dentist, 8.0 
5040,Otro,General Medicine, 9.8 
5041,Medico,Dermatologists, 8.6 
5042,Especialista,Dentist, 9.5 
5043,Clinica,General Medicine, 10.0 
5044,Hospital,Ayurveda, 8.0 
5045,ONG,Dermatologists, 8.0 
5046,Otro,Dentist, 10.0 
5047,Medico,ENT Specialist, 10.0 
5048,Especialista,Homeopath, 8.0 
5049,Clinica,ENT Specialist, 9.9 
5050,Hospital,Homeopath, 8.0 
5051,ONG,Dentist, 8.0 
5052,Otro,Dentist, 8.0 
5053,Medico,Homeopath, 8.0 
5054,Especialista,Homeopath, 8.0 
5055,Clinica,Homeopath, 10.0 
5056,Hospital,Ayurveda, 8.0 
5057,ONG,General Medicine, 9.7 
5058,Otro,Dermatologists, 8.0 
5059,Medico,Dentist, 8.0 
5060,Especialista,Dermatologists, 8.0 
5061,Clinica,Homeopath, 8.0 
5062,Hospital,Homeopath, 9.9 
5063,ONG,ENT Specialist, 8.0 
5064,Otro,Dentist, 9.4 
5065,Medico,Homeopath, 10.0 
5066,Especialista,Homeopath, 8.3 
5067,Clinica,Homeopath, 8.0 
5068,Hospital,General Medicine, 9.9 
5069,ONG,Dermatologists, 8.0 
5070,Otro,Dermatologists, 8.0 
5071,Medico,General Medicine, 8.0 
5072,Especialista,ENT Specialist, 10.0 
5073,Clinica,Ayurveda, 8.0 
5074,Hospital,ENT Specialist, 8.0 
5075,ONG,Dentist, 8.2 
5076,Otro,General Medicine, 9.3 
5077,Medico,Dermatologists, 8.0 
5078,Especialista,Dentist, 9.7 
5079,Clinica,Dentist, 10.0 
5080,Hospital,Homeopath, 10.0 
5081,ONG,Ayurveda, 8.0 
5082,Otro,General Medicine, 8.0 
5083,Medico,Dentist, 8.0 
5084,Especialista,General Medicine, 10.0 
5085,Clinica,Homeopath, 9.9 
5086,Hospital,Ayurveda, 8.0 
5087,ONG,Dermatologists, 10.0 
5088,Otro,Dermatologists, 9.5 
5089,Medico,Homeopath, 8.0 
5090,Especialista,Ayurveda, 8.0 
5091,Clinica,Dentist, 8.0 
5092,Hospital,Dentist, 8.2 
5093,ONG,Dermatologists, 9.6 
5094,Otro,ENT Specialist, 9.8 
5095,Medico,Homeopath, 8.0 
5096,Especialista,General Medicine, 8.0 
5097,Clinica,Dermatologists, 9.6 
5098,Hospital,ENT Specialist, 9.6 
5099,ONG,ENT Specialist, 8.0 
5100,Otro,Dentist, 8.0 
5101,Medico,Ayurveda, 9.9 
5102,Especialista,Dentist, 8.0 
5103,Clinica,Ayurveda, 8.0 
5104,Hospital,Homeopath, 8.0 
5105,ONG,General Medicine, 8.0 
5106,Otro,Dentist, 8.0 
5107,Medico,Homeopath, 8.0 
5108,Especialista,Homeopath, 8.0 
5109,Clinica,Dentist, 8.0 
5110,Hospital,Homeopath, 10.0 
5111,ONG,General Medicine, 8.0 
5112,Otro,Dermatologists, 10.0 
5113,Medico,General Medicine, 8.0 
5114,Especialista,Dentist, 8.0 
5115,Clinica,Ayurveda, 8.0 
5116,Hospital,Homeopath, 8.0 
5117,ONG,General Medicine, 8.0 
5118,Otro,Homeopath, 8.0 
5119,Medico,Dentist, 9.8 
5120,Especialista,Dermatologists, 8.0 
5121,Clinica,Dermatologists, 8.0 
5122,Hospital,General Medicine, 10.0 
5123,ONG,Ayurveda, 8.0 
5124,Otro,Dentist, 8.0 
5125,Medico,Homeopath, 10.0 
5126,Especialista,Dermatologists, 8.0 
5127,Clinica,ENT Specialist, 8.0 
5128,Hospital,Ayurveda, 0.3 
5129,ONG,Dentist, 9.4 
5130,Otro,Dentist, 9.7 
5131,Medico,Homeopath, 8.0 
5132,Especialista,ENT Specialist, 8.0 
5133,Clinica,ENT Specialist, 8.0 
5134,Hospital,Ayurveda, 10.0 
5135,ONG,General Medicine, 9.5 
5136,Otro,Homeopath, 8.0 
5137,Medico,ENT Specialist, 8.0 
5138,Especialista,Dermatologists, 8.0 
5139,Clinica,Dentist, 9.7 
5140,Hospital,Dermatologists, 9.9 
5141,ONG,Dentist, 8.0 
5142,Otro,Homeopath, 8.0 
5143,Medico,General Medicine, 9.5 
5144,Especialista,Dermatologists, 8.0 
5145,Clinica,General Medicine, 8.0 
5146,Hospital,Dermatologists, 8.0 
5147,ONG,Dermatologists, 9.5 
5148,Otro,General Medicine, 10.0 
5149,Medico,ENT Specialist, 8.0 
5150,Especialista,General Medicine, 8.0 
5151,Clinica,General Medicine, 9.7 
5152,Hospital,General Medicine, 8.0 
5153,ONG,Homeopath, 9.6 
5154,Otro,Ayurveda, 8.0 
5155,Medico,Ayurveda, 8.0 
5156,Especialista,Homeopath, 8.0 
5157,Clinica,Dentist, 8.0 
5158,Hospital,General Medicine, 9.9 
5159,ONG,Homeopath, 9.9 
5160,Otro,General Medicine, 8.0 
5161,Medico,ENT Specialist, 9.3 
5162,Especialista,General Medicine, 8.0 
5163,Clinica,Dermatologists, 8.0 
5164,Hospital,General Medicine, 8.0 
5165,ONG,Dentist, 8.0 
5166,Otro,General Medicine, 8.0 
5167,Medico,Homeopath, 8.0 
5168,Especialista,Ayurveda, 8.0 
5169,Clinica,Dermatologists, 9.8 
5170,Hospital,Dentist, 8.0 
5171,ONG,Homeopath, 8.0 
5172,Otro,Homeopath, 8.0 
5173,Medico,General Medicine, 8.0 
5174,Especialista,General Medicine, 8.0 
5175,Clinica,General Medicine, 8.0 
5176,Hospital,Dermatologists, 8.0 
5177,ONG,Dentist, 9.9 
5178,Otro,Homeopath, 9.6 
5179,Medico,Dermatologists, 8.0 
5180,Especialista,Dentist, 9.7 
5181,Clinica,Dermatologists, 8.0 
5182,Hospital,Ayurveda, 9.4 
5183,ONG,Ayurveda, 8.0 
5184,Otro,ENT Specialist, 8.0 
5185,Medico,General Medicine, 8.0 
5186,Especialista,Ayurveda, 8.0 
5187,Clinica,Dermatologists, 8.0 
5188,Hospital,General Medicine, 8.0 
