Id,Tipo,Edad,Sexo,Especialidad,Pacientes,Casos
4651,Medico,40,H,Dentist,500,1000
4652,Especialista,57,H,Ayurveda,250,1034
4653,Clinica,37,H,ENT Specialist,300,1098
4654,Hospital,34,H,Dentist,1000,432
4655,ONG,37,H,General Medicine,1000,317
4656,Otro,57,H,Dermatologists,400,1050
4657,Medico,41,H,ENT Specialist,700,404
4658,Especialista,64,H,Ayurveda,400,48
4659,Clinica,50,H,General Medicine,500,51
4660,Hospital,37,H,Dermatologists,1050,258
4661,ONG,57,H,Dentist,600,238
4662,Otro,38,H,Dentist,200,380
4663,Medico,33,H,Dentist,250,2910
4664,Especialista,55,H,Ayurveda,1000,528
4665,Clinica,43,H,Dermatologists,1000,359
4666,Hospital,42,H,Homeopath,400,103
4667,ONG,44,H,Dermatologists,1000,567
4668,Otro,36,H,Ayurveda,500,1098
4669,Medico,33,H,Dentist,1000,97
4670,Especialista,47,H,General Medicine,300,296
4671,Clinica,59,H,Dermatologists,500,435
4672,Hospital,41,H,General Medicine,500,1055
4673,ONG,33,H,Dentist,400,420
4674,Otro,64,H,Dermatologists,200,438
4675,Medico,32,H,General Medicine,500,1079
4676,Especialista,47,H,Dermatologists,1000,578
4677,Clinica,65,H,Dentist,700,1068
4678,Hospital,70,H,Homeopath,1050,429
4679,ONG,48,H,Homeopath,350,10910
4680,Otro,56,H,General Medicine,500,580
4681,Medico,33,H,Homeopath,600,10106
4682,Especialista,50,H,Dentist,50,41
4683,Clinica,59,H,Dermatologists,200,315
4684,Hospital,63,H,Dentist,300,44
4685,ONG,53,H,General Medicine,1000,203
4686,Otro,44,H,General Medicine,400,378
4687,Medico,60,H,Dentist,200,343
4688,Especialista,33,H,Dermatologists,1000,423
4689,Clinica,33,H,General Medicine,650,63
4690,Hospital,63,H,Dentist,500,1080
4691,ONG,46,H,Dermatologists,1000,550
4692,Otro,38,H,Dentist,200,4
4693,Medico,56,H,Dentist,250,21
4694,Especialista,67,H,General Medicine,250,341
4695,Clinica,45,H,Homeopath,250,1054
4696,Hospital,57,H,Dentist,200,396
4697,ONG,65,H,Dermatologists,300,469
4698,Otro,30,H,Ayurveda,500,4010
4699,Medico,36,H,Homeopath,300,242
4700,Especialista,38,H,Ayurveda,200,205
4701,Clinica,63,H,Dermatologists,800,518
4702,Hospital,67,H,Dentist,300,575
4703,ONG,59,H,Dentist,1000,480
4704,Otro,60,H,Ayurveda,1000,82
4705,Medico,35,H,Ayurveda,1000,417
4706,Especialista,47,H,Dermatologists,300,1033
4707,Clinica,32,H,Dentist,1000,1007
4708,Hospital,40,H,Homeopath,200,10102
4709,ONG,31,H,ENT Specialist,300,437
4710,Otro,38,H,General Medicine,300,1002
4711,Medico,62,H,Dentist,300,453
4712,Especialista,48,H,Ayurveda,400,83
4713,Clinica,52,H,Homeopath,1050,383
4714,Hospital,45,H,Ayurveda,200,446
4715,ONG,50,H,Dentist,1000,507
4716,Otro,58,H,Dentist,200,308
4717,Medico,67,H,Dentist,500,357
4718,Especialista,60,H,General Medicine,1000,378
4719,Clinica,64,H,Ayurveda,500,557
4720,Hospital,50,H,Homeopath,1000,1053
4721,ONG,34,H,Dentist,700,416
4722,Otro,65,H,Ayurveda,200,513
4723,Medico,33,H,Homeopath,200,389
4724,Especialista,62,H,Dentist,300,260
4725,Clinica,32,H,General Medicine,200,1079
4726,Hospital,61,H,Dentist,250,1087
4727,ONG,64,H,General Medicine,1000,1027
4728,Otro,60,H,Ayurveda,300,288
4729,Medico,57,H,Dentist,1050,579
4730,Especialista,56,H,Dermatologists,1000,552
4731,Clinica,57,H,Dentist,900,88
4732,Hospital,64,H,General Medicine,300,10710
4733,ONG,50,H,Dentist,200,6
4734,Otro,48,H,Dermatologists,50,483
4735,Medico,31,H,Homeopath,400,258
4736,Especialista,55,H,Homeopath,300,1062
4737,Clinica,63,H,Ayurveda,200,216
4738,Hospital,30,H,Homeopath,200,485
4739,ONG,59,H,Homeopath,250,22
4740,Otro,63,H,Ayurveda,200,587
4741,Medico,45,H,Ayurveda,50,590
4742,Especialista,62,H,Dentist,200,513
4743,Clinica,37,H,Dentist,300,306
4744,Hospital,36,H,Ayurveda,200,480
4745,ONG,68,H,Ayurveda,500,213
4746,Otro,35,H,General Medicine,1050,251
4747,Medico,67,H,Ayurveda,200,520
4748,Especialista,37,H,General Medicine,250,451
4749,Clinica,70,H,Dentist,20,488
4750,Hospital,30,H,Dentist,200,577
4751,ONG,53,H,Dentist,200,35
4752,Otro,54,H,Dermatologists,500,549
4753,Medico,44,H,Dentist,700,238
4754,Especialista,62,H,General Medicine,1000,397
4755,Clinica,41,H,Homeopath,300,57
4756,Hospital,65,H,Dentist,1000,1078
4757,ONG,60,H,ENT Specialist,1000,439
4758,Otro,38,H,Dermatologists,300,316
4759,Medico,61,H,Homeopath,1000,576
4760,Especialista,49,H,Dentist,800,105
4761,Clinica,70,H,Dentist,1000,52
4762,Hospital,49,H,ENT Specialist,200,1065
4763,ONG,44,H,Dentist,500,377
4764,Otro,70,H,Dentist,1050,400
4765,Medico,69,H,General Medicine,300,217
4766,Especialista,36,H,Dermatologists,1000,515
4767,Clinica,58,H,Ayurveda,500,1043
4768,Hospital,64,H,Dentist,400,387
4769,ONG,37,H,Homeopath,200,473
4770,Otro,57,H,Dentist,300,260
4771,Medico,43,H,General Medicine,1000,69
4772,Especialista,34,H,Ayurveda,500,595
4773,Clinica,31,H,Dermatologists,300,432
4774,Hospital,40,H,Dentist,750,2
4775,ONG,56,H,General Medicine,1000,443
4776,Otro,32,H,Ayurveda,200,573
4777,Medico,41,H,General Medicine,500,259
4778,Especialista,38,H,Dermatologists,600,1073
4779,Clinica,30,H,General Medicine,550,562
4780,Hospital,37,H,General Medicine,250,223
4781,ONG,66,H,Dentist,300,222
4782,Otro,33,H,Dermatologists,300,541
4783,Medico,51,H,General Medicine,500,485
4784,Especialista,65,H,Dentist,500,359
4785,Clinica,41,H,Dentist,1000,370
4786,Hospital,70,H,Dentist,250,310
4787,ONG,58,H,Homeopath,250,1034
4788,Otro,45,H,Ayurveda,450,10106
4789,Medico,68,H,Ayurveda,700,387
4790,Especialista,30,H,General Medicine,300,568
4791,Clinica,38,H,Homeopath,1050,532
4792,Hospital,48,H,Dentist,500,497
4793,ONG,55,H,Dermatologists,300,1052
4794,Otro,46,H,Dermatologists,500,464
4795,Medico,58,H,General Medicine,800,226
4796,Especialista,66,H,Ayurveda,500,53
4797,Clinica,48,H,General Medicine,400,468
4798,Hospital,46,H,Homeopath,1000,482
4799,ONG,61,H,Ayurveda,300,1039
4800,Otro,44,H,Dentist,300,354
4801,Medico,64,H,ENT Specialist,1050,1042
4802,Especialista,35,H,Dentist,400,599
4803,Clinica,53,H,ENT Specialist,1000,3810
4804,Hospital,55,H,ENT Specialist,200,542
4805,ONG,39,H,General Medicine,300,260
4806,Otro,47,H,Dentist,300,268
4807,Medico,38,H,Dentist,200,500
4808,Especialista,55,H,General Medicine,1000,380
4809,Clinica,56,H,Dentist,200,413
4810,Hospital,46,H,Dentist,300,62
4811,ONG,36,H,Dermatologists,1000,340
4812,Otro,43,H,Homeopath,600,398
4813,Medico,63,H,Dentist,350,596
4814,Especialista,36,H,General Medicine,500,10106
4815,Clinica,49,H,Dermatologists,1050,252
4816,Hospital,70,H,General Medicine,350,94
4817,ONG,54,H,Dermatologists,1000,532
4818,Otro,34,H,Ayurveda,400,431
4819,Medico,31,H,General Medicine,70,263
4820,Especialista,33,H,Ayurveda,600,529
4821,Clinica,53,H,Homeopath,400,1046
4822,Hospital,51,H,ENT Specialist,300,597
4823,ONG,66,H,Dermatologists,200,415
4824,Otro,52,H,Dentist,1050,586
4825,Medico,39,H,General Medicine,200,1086
4826,Especialista,63,H,General Medicine,1000,569
4827,Clinica,39,H,Homeopath,450,546
4828,Hospital,52,H,General Medicine,450,387
4829,ONG,44,H,Dentist,500,1067
4830,Otro,48,H,Homeopath,1000,594
4831,Medico,32,H,ENT Specialist,300,569
4832,Especialista,66,H,General Medicine,350,384
4833,Clinica,51,H,General Medicine,500,541
4834,Hospital,50,H,Dermatologists,400,235
4835,ONG,61,H,Dermatologists,500,242
4836,Otro,37,H,Ayurveda,900,529
4837,Medico,43,H,Ayurveda,1000,240
4838,Especialista,55,H,General Medicine,1050,1065
4839,Clinica,34,H,Ayurveda,500,26
4840,Hospital,36,H,Ayurveda,300,537
4841,ONG,49,H,Dentist,200,64
4842,Otro,68,H,Dermatologists,300,442
4843,Medico,53,H,Dermatologists,600,1009
4844,Especialista,58,H,General Medicine,400,474
4845,Clinica,35,H,General Medicine,1000,10106
4846,Hospital,62,H,Dermatologists,500,410
4847,ONG,49,H,Dermatologists,1050,566
4848,Otro,54,H,Dentist,1000,200
4849,Medico,61,H,General Medicine,1000,1080
4850,Especialista,65,H,Homeopath,1000,79
4851,Clinica,41,H,General Medicine,400,97
4852,Hospital,65,H,Homeopath,650,494
4853,ONG,32,H,Ayurveda,700,1034
4854,Otro,49,H,Dentist,500,544
4855,Medico,44,H,Dermatologists,200,95
4856,Especialista,56,H,General Medicine,700,48
4857,Clinica,63,H,Dentist,1000,1042
4858,Hospital,69,H,Dermatologists,300,1038
4859,ONG,36,H,Ayurveda,500,244
4860,Otro,45,H,Dermatologists,500,416
4861,Medico,44,H,Ayurveda,500,810
4862,Especialista,39,H,Dermatologists,300,108
4863,Clinica,36,H,Dentist,1000,584
4864,Hospital,36,H,Dermatologists,200,451
4865,ONG,69,H,Dermatologists,500,326
4866,Otro,45,H,Dentist,1050,286
4867,Medico,46,H,Homeopath,70,40
4868,Especialista,35,H,General Medicine,500,290
4869,Clinica,54,H,Dentist,200,222
4870,Hospital,69,H,Dermatologists,1000,1002
4871,ONG,58,H,Ayurveda,500,369
4872,Otro,52,H,Dentist,1000,10810
4873,Medico,50,H,General Medicine,500,262
4874,Especialista,38,H,Dentist,250,507
4875,Clinica,68,H,Dermatologists,500,1003
4876,Hospital,64,H,Dentist,600,20
4877,ONG,42,H,General Medicine,200,274
4878,Otro,47,H,Dentist,300,358
4879,Medico,30,H,General Medicine,1050,86
4880,Especialista,36,H,Dermatologists,300,1023
4881,Clinica,42,H,Dentist,500,496
4882,Hospital,69,H,Ayurveda,400,5810
4883,ONG,50,H,ENT Specialist,500,69
4884,Otro,53,H,Dermatologists,700,384
4885,Medico,48,H,Dermatologists,500,402
4886,Especialista,30,H,Ayurveda,1000,476
4887,Clinica,69,H,ENT Specialist,250,249
4888,Hospital,30,H,Dentist,1050,475
4889,ONG,43,H,Homeopath,1050,495
4890,Otro,49,H,Dermatologists,500,548
4891,Medico,42,H,ENT Specialist,350,529
4892,Especialista,46,H,ENT Specialist,380,22
4893,Clinica,58,H,Homeopath,400,597
4894,Hospital,55,H,Dentist,500,88
4895,ONG,64,H,Dentist,300,64
4896,Otro,46,H,Homeopath,250,1042
4897,Medico,35,H,General Medicine,300,203
4898,Especialista,36,H,Homeopath,400,21
4899,Clinica,53,H,Ayurveda,200,1052
4900,Hospital,58,H,Dentist,200,4710
4901,ONG,40,H,ENT Specialist,200,1072
4902,Otro,69,H,Dentist,700,26
4903,Medico,34,H,Dermatologists,1000,77
4904,Especialista,46,H,General Medicine,300,243
4905,Clinica,55,H,Dentist,250,1007
4906,Hospital,65,H,Dermatologists,300,561
4907,ONG,36,H,Ayurveda,500,567
4908,Otro,69,H,General Medicine,500,237
4909,Medico,58,H,General Medicine,400,97
4910,Especialista,61,H,General Medicine,500,272
4911,Clinica,49,H,General Medicine,500,1050
4912,Hospital,33,H,Dentist,600,507
4913,ONG,53,H,General Medicine,250,209
4914,Otro,70,H,ENT Specialist,500,223
4915,Medico,40,H,Ayurveda,400,31
4916,Especialista,33,H,ENT Specialist,200,72
4917,Clinica,48,H,Dentist,400,79
4918,Hospital,67,H,General Medicine,200,92
4919,ONG,48,H,Dentist,500,1036
4920,Otro,56,H,Dermatologists,200,380
4921,Medico,57,H,Dermatologists,300,363
4922,Especialista,31,H,ENT Specialist,700,264
4923,Clinica,49,H,Dentist,250,2110
4924,Hospital,45,H,Dentist,1000,37
4925,ONG,35,H,Homeopath,500,364
4926,Otro,49,H,Dermatologists,300,350
4927,Medico,61,H,Dermatologists,500,476
4928,Especialista,31,H,ENT Specialist,500,1059
4929,Clinica,50,H,Dentist,300,470
4930,Hospital,69,H,ENT Specialist,1000,1057
4931,ONG,39,H,Dermatologists,500,53
4932,Otro,60,H,Homeopath,250,96
4933,Medico,65,H,Dermatologists,200,403
4934,Especialista,33,H,Ayurveda,1050,287
4935,Clinica,52,H,Dentist,400,257
4936,Hospital,68,H,Dentist,200,58
4937,ONG,57,H,Dentist,200,1095
4938,Otro,65,H,ENT Specialist,200,482
4939,Medico,41,H,ENT Specialist,500,273
4940,Especialista,65,H,Homeopath,1000,1056
4941,Clinica,48,H,ENT Specialist,500,214
4942,Hospital,35,H,General Medicine,400,240
4943,ONG,62,H,Dentist,500,249
4944,Otro,47,H,ENT Specialist,250,10103
4945,Medico,31,H,Dentist,500,4910
4946,Especialista,68,H,Homeopath,200,342
4947,Clinica,58,H,Ayurveda,60,593
4948,Hospital,61,H,General Medicine,50,216
4949,ONG,42,H,Dermatologists,200,526
4950,Otro,46,H,Dentist,300,339
4951,Medico,38,H,ENT Specialist,1000,382
4952,Especialista,57,H,Dentist,1000,95
4953,Clinica,35,H,Dentist,200,474
4954,Hospital,36,H,General Medicine,500,283
4955,ONG,30,H,Homeopath,300,1022
4956,Otro,61,H,Homeopath,70,465
4957,Medico,41,H,General Medicine,750,35
4958,Especialista,60,H,ENT Specialist,500,316
4959,Clinica,41,H,General Medicine,400,3110
4960,Hospital,61,H,Homeopath,400,259
4961,ONG,43,H,Homeopath,1000,536
4962,Otro,55,H,Dentist,500,502
4963,Medico,33,H,Dermatologists,1000,226
4964,Especialista,41,H,Dermatologists,1000,1057
4965,Clinica,49,H,Dermatologists,400,1093
4966,Hospital,67,H,Dermatologists,500,1063
4967,ONG,67,H,Homeopath,1000,580
4968,Otro,44,H,ENT Specialist,300,427
4969,Medico,51,H,Dentist,300,48
4970,Especialista,39,H,Ayurveda,1000,273
4971,Clinica,39,H,Dermatologists,1000,1066
4972,Hospital,69,H,Homeopath,300,380
4973,ONG,31,H,General Medicine,1000,545
4974,Otro,63,H,Dermatologists,350,236
4975,Medico,32,H,Dentist,500,1048
4976,Especialista,32,H,Ayurveda,1000,27
4977,Clinica,40,H,Dentist,1000,1072
4978,Hospital,50,H,Dentist,200,84
4979,ONG,60,H,Dermatologists,1000,6
4980,Otro,68,H,Dentist,200,322
4981,Medico,49,H,General Medicine,1000,535
4982,Especialista,65,H,Homeopath,250,300
4983,Clinica,39,H,Dermatologists,700,204
4984,Hospital,34,H,Dentist,500,434
4985,ONG,36,H,Dentist,300,517
4986,Otro,64,H,Ayurveda,250,10
4987,Medico,53,H,Ayurveda,500,221
4988,Especialista,58,H,Ayurveda,1000,453
4989,Clinica,54,H,ENT Specialist,300,583
4990,Hospital,67,H,General Medicine,700,534
4991,ONG,58,H,Homeopath,1000,203
4992,Otro,46,H,General Medicine,1000,368
4993,Medico,66,H,Dermatologists,250,378
4994,Especialista,43,H,Dermatologists,400,233
4995,Clinica,64,H,Dermatologists,300,397
4996,Hospital,64,H,Homeopath,1000,217
4997,ONG,53,H,Dentist,500,36
4998,Otro,61,H,Homeopath,1000,515
4999,Medico,47,H,ENT Specialist,800,1066
5000,Especialista,39,H,Dentist,300,483
5001,Clinica,47,H,Homeopath,1000,335
5002,Hospital,43,H,Dentist,500,598
5003,ONG,65,H,Ayurveda,200,354
5004,Otro,60,H,Dentist,1050,409
5005,Medico,63,H,Homeopath,1000,1084
5006,Especialista,65,H,General Medicine,700,410
5007,Clinica,70,H,Ayurveda,600,24
5008,Hospital,56,H,ENT Specialist,200,75
5009,ONG,64,H,ENT Specialist,750,1087
5010,Otro,42,H,Dermatologists,1000,392
5011,Medico,62,H,Ayurveda,1050,1060
5012,Especialista,34,H,Dermatologists,350,5
5013,Clinica,59,H,Ayurveda,1000,47
5014,Hospital,51,H,Ayurveda,400,1045
5015,ONG,58,H,Dentist,1000,431
5016,Otro,48,H,Ayurveda,1000,477
5017,Medico,55,H,Dermatologists,1000,206
5018,Especialista,37,H,Dentist,1000,10105
5019,Clinica,48,H,Dermatologists,200,444
5020,Hospital,37,H,ENT Specialist,300,1063
5021,ONG,61,H,General Medicine,400,10010
5022,Otro,55,H,Dermatologists,1050,810
5023,Medico,63,H,Homeopath,1000,2010
5024,Especialista,52,H,General Medicine,300,355
5025,Clinica,66,H,Homeopath,250,274
5026,Hospital,42,H,Dentist,500,344
5027,ONG,62,H,General Medicine,1000,261
5028,Otro,69,H,ENT Specialist,500,259
5029,Medico,35,H,General Medicine,650,280
5030,Especialista,33,H,Dentist,1000,1061
5031,Clinica,33,H,Dentist,1000,529
5032,Hospital,32,H,ENT Specialist,250,440
5033,ONG,33,H,Dentist,1000,63
5034,Otro,47,H,ENT Specialist,250,10106
5035,Medico,62,H,Ayurveda,1050,573
5036,Especialista,45,H,Ayurveda,1000,486
5037,Clinica,51,H,Dentist,300,1050
5038,Hospital,48,H,Ayurveda,50,402
5039,ONG,57,H,Dentist,500,69
5040,Otro,68,H,General Medicine,500,329
5041,Medico,52,H,Dermatologists,1000,2
5042,Especialista,40,H,Dentist,300,525
5043,Clinica,37,H,General Medicine,300,213
5044,Hospital,70,H,Ayurveda,1000,46
5045,ONG,49,H,Dermatologists,300,88
5046,Otro,55,H,Dentist,700,600
5047,Medico,69,H,ENT Specialist,400,95
5048,Especialista,48,H,Homeopath,600,102
5049,Clinica,61,H,ENT Specialist,400,233
5050,Hospital,57,H,Homeopath,350,259
5051,ONG,42,H,Dentist,500,378
5052,Otro,46,H,Dentist,250,308
5053,Medico,48,H,Homeopath,1000,1009
5054,Especialista,38,H,Homeopath,200,362
5055,Clinica,57,H,Homeopath,1000,48
5056,Hospital,58,H,Ayurveda,500,53
5057,ONG,69,H,General Medicine,500,52
5058,Otro,70,H,Dermatologists,1000,33
5059,Medico,53,H,Dentist,1000,549
5060,Especialista,69,H,Dermatologists,500,94
5061,Clinica,47,H,Homeopath,1000,1050
5062,Hospital,55,H,Homeopath,1000,432
5063,ONG,37,H,ENT Specialist,1000,519
5064,Otro,44,H,Dentist,1000,250
5065,Medico,60,H,Homeopath,300,422
5066,Especialista,56,H,Homeopath,700,447
5067,Clinica,70,H,Homeopath,1000,286
5068,Hospital,49,H,General Medicine,500,9
5069,ONG,68,H,Dermatologists,600,388
5070,Otro,50,H,Dermatologists,500,238
5071,Medico,50,H,General Medicine,1000,476
5072,Especialista,52,H,ENT Specialist,250,74
5073,Clinica,43,H,Ayurveda,200,268
5074,Hospital,69,H,ENT Specialist,1000,273
5075,ONG,39,H,Dentist,350,476
5076,Otro,31,H,General Medicine,500,315
5077,Medico,45,H,Dermatologists,500,223
5078,Especialista,68,H,Dentist,600,52
5079,Clinica,62,H,Dentist,500,309
5080,Hospital,65,H,Homeopath,250,10102
5081,ONG,56,H,Ayurveda,700,88
5082,Otro,55,H,General Medicine,300,569
5083,Medico,68,H,Dentist,1000,396
5084,Especialista,57,H,General Medicine,1000,346
5085,Clinica,61,H,Homeopath,200,94
5086,Hospital,36,H,Ayurveda,200,338
5087,ONG,46,H,Dermatologists,1000,540
5088,Otro,41,H,Dermatologists,1000,3910
5089,Medico,66,H,Homeopath,250,257
5090,Especialista,59,H,Ayurveda,1000,408
5091,Clinica,50,H,Dentist,500,414
5092,Hospital,40,H,Dentist,300,521
5093,ONG,50,H,Dermatologists,500,1060
5094,Otro,48,H,ENT Specialist,1000,64
5095,Medico,48,H,Homeopath,600,295
5096,Especialista,65,H,General Medicine,350,89
5097,Clinica,67,H,Dermatologists,250,324
5098,Hospital,54,H,ENT Specialist,1000,1053
5099,ONG,50,H,ENT Specialist,500,10810
5100,Otro,47,H,Dentist,50,28
5101,Medico,36,H,Ayurveda,1000,1031
5102,Especialista,44,H,Dentist,200,556
5103,Clinica,51,H,Ayurveda,250,453
5104,Hospital,61,H,Homeopath,500,448
5105,ONG,67,H,General Medicine,350,569
5106,Otro,48,H,Dentist,1000,10910
5107,Medico,33,H,Homeopath,1000,490
5108,Especialista,50,H,Homeopath,200,464
5109,Clinica,47,H,Dentist,1050,78
5110,Hospital,62,H,Homeopath,200,83
5111,ONG,46,H,General Medicine,50,1038
5112,Otro,52,H,Dermatologists,300,70
5113,Medico,39,H,General Medicine,500,487
5114,Especialista,32,H,Dentist,250,284
5115,Clinica,48,H,Ayurveda,200,1037
5116,Hospital,45,H,Homeopath,50,506
5117,ONG,64,H,General Medicine,250,313
5118,Otro,51,H,Homeopath,600,386
5119,Medico,69,H,Dentist,50,277
5120,Especialista,50,H,Dermatologists,1050,350
5121,Clinica,66,H,Dermatologists,400,315
5122,Hospital,70,H,General Medicine,500,600
5123,ONG,41,H,Ayurveda,500,357
5124,Otro,42,H,Dentist,1000,326
5125,Medico,43,H,Homeopath,200,554
5126,Especialista,55,H,Dermatologists,500,41
5127,Clinica,62,H,ENT Specialist,500,447
5128,Hospital,51,H,Ayurveda,650,403
5129,ONG,43,H,Dentist,1000,278
5130,Otro,37,H,Dentist,1000,316
5131,Medico,70,H,Homeopath,200,202
5132,Especialista,46,H,ENT Specialist,500,1087
5133,Clinica,41,H,ENT Specialist,400,98
5134,Hospital,49,H,Ayurveda,500,1025
5135,ONG,62,H,General Medicine,400,1083
5136,Otro,40,H,Homeopath,600,414
5137,Medico,45,H,ENT Specialist,1000,77
5138,Especialista,31,H,Dermatologists,350,384
5139,Clinica,40,H,Dentist,500,309
5140,Hospital,40,H,Dermatologists,1050,332
5141,ONG,60,H,Dentist,200,542
5142,Otro,53,H,Homeopath,300,35
5143,Medico,58,H,General Medicine,1000,31
5144,Especialista,39,H,Dermatologists,700,532
5145,Clinica,36,H,General Medicine,700,449
5146,Hospital,30,H,Dermatologists,600,89
5147,ONG,70,H,Dermatologists,250,390
5148,Otro,57,H,General Medicine,350,83
5149,Medico,34,H,ENT Specialist,1000,449
5150,Especialista,69,H,General Medicine,300,386
5151,Clinica,30,H,General Medicine,1000,69
5152,Hospital,59,H,General Medicine,200,306
5153,ONG,32,H,Homeopath,500,264
5154,Otro,58,H,Ayurveda,1000,489
5155,Medico,39,H,Ayurveda,200,509
5156,Especialista,68,H,Homeopath,200,588
5157,Clinica,65,H,Dentist,200,84
5158,Hospital,51,H,General Medicine,200,237
5159,ONG,68,H,Homeopath,700,66
5160,Otro,54,H,General Medicine,450,333
5161,Medico,69,H,ENT Specialist,750,440
5162,Especialista,62,H,General Medicine,300,1010
5163,Clinica,30,H,Dermatologists,300,216
5164,Hospital,46,H,General Medicine,1000,454
5165,ONG,61,H,Dentist,200,1045
5166,Otro,52,H,General Medicine,1000,388
5167,Medico,65,H,Homeopath,1050,340
5168,Especialista,59,H,Ayurveda,300,1045
5169,Clinica,57,H,Dermatologists,1050,544
5170,Hospital,59,H,Dentist,400,49
5171,ONG,37,H,Homeopath,1000,2710
5172,Otro,57,H,Homeopath,1000,553
5173,Medico,67,H,General Medicine,200,1077
5174,Especialista,63,H,General Medicine,1000,345
5175,Clinica,58,H,General Medicine,200,510
5176,Hospital,52,H,Dermatologists,1000,323
5177,ONG,60,H,Dentist,500,39
5178,Otro,51,H,Homeopath,1000,810
5179,Medico,48,H,Dermatologists,250,492
5180,Especialista,66,H,Dentist,600,528
5181,Clinica,30,H,Dermatologists,200,363
5182,Hospital,42,H,Ayurveda,600,10107
5183,ONG,34,H,Ayurveda,1000,1080
5184,Otro,61,H,ENT Specialist,300,238
5185,Medico,38,H,General Medicine,1000,210
5186,Especialista,39,H,Ayurveda,400,462
5187,Clinica,40,H,Dermatologists,200,69
5188,Hospital,66,H,General Medicine,1000,347
5189,ONG,42,H,General Medicine,300,526
5190,Otro,69,H,Dentist,500,509
5191,Medico,48,H,Dermatologists,200,321
5192,Especialista,50,H,Ayurveda,200,96
5193,Clinica,38,H,Dentist,300,1046
5194,Hospital,64,H,Ayurveda,200,246
5195,ONG,32,H,ENT Specialist,70,270
5196,Otro,57,H,Ayurveda,900,579
5197,Medico,53,H,Homeopath,200,475
5198,Especialista,44,H,ENT Specialist,400,75
5199,Clinica,34,H,General Medicine,50,243
5200,Hospital,54,H,General Medicine,700,3110
5201,ONG,67,H,Dentist,350,409
5202,Otro,63,H,ENT Specialist,200,97
5203,Medico,49,H,General Medicine,300,79
5204,Especialista,43,H,ENT Specialist,50,493
5205,Clinica,40,H,General Medicine,400,553
5206,Hospital,32,H,General Medicine,500,57
5207,ONG,56,H,Dentist,1080,1080
5208,Otro,55,H,Dermatologists,400,319
5209,Medico,60,H,Dentist,500,3810
5210,Especialista,64,H,General Medicine,1000,84
5211,Clinica,41,H,General Medicine,300,1029
5212,Hospital,59,H,General Medicine,200,10010
5213,ONG,50,H,General Medicine,1000,1086
5214,Otro,34,H,Dentist,650,8
5215,Medico,45,H,Dentist,300,10710
5216,Especialista,61,H,Homeopath,250,431
5217,Clinica,32,H,Homeopath,1000,518
5218,Hospital,68,H,General Medicine,200,238
5219,ONG,52,H,General Medicine,500,3710
5220,Otro,46,H,Dentist,350,297
5221,Medico,59,H,Dentist,1000,432
5222,Especialista,66,H,Homeopath,50,375
5223,Clinica,51,H,Dermatologists,300,527
5224,Hospital,58,H,Dentist,1000,99
5225,ONG,48,H,General Medicine,250,405
5226,Otro,58,H,General Medicine,60,462
5227,Medico,65,H,General Medicine,350,70
5228,Especialista,70,H,Ayurveda,500,528
5229,Clinica,52,H,ENT Specialist,300,388
5230,Hospital,59,H,Ayurveda,700,322
5231,ONG,58,H,Dermatologists,300,1075
5232,Otro,67,H,General Medicine,1000,264
5233,Medico,53,H,General Medicine,750,216
5234,Especialista,45,H,General Medicine,50,241
5235,Clinica,57,H,ENT Specialist,500,200
5236,Hospital,42,H,Dentist,250,57
5237,ONG,70,H,ENT Specialist,500,1069
5238,Otro,49,H,ENT Specialist,500,560
5239,Medico,48,H,Homeopath,220,1006
5240,Especialista,60,H,Homeopath,200,490
5241,Clinica,37,H,Homeopath,300,474
5242,Hospital,48,H,Dentist,450,359
5243,ONG,70,H,Homeopath,200,234
5244,Otro,31,H,ENT Specialist,200,460
5245,Medico,57,H,Dentist,200,202
5246,Especialista,44,H,Dentist,1050,577
5247,Clinica,56,H,Dermatologists,200,50
5248,Hospital,37,H,Dentist,200,574
5249,ONG,45,H,Homeopath,500,594
5250,Otro,55,H,General Medicine,800,305
5251,Medico,39,H,Dentist,900,106
5252,Especialista,61,H,Dentist,200,247
5253,Clinica,32,H,General Medicine,500,1040
5254,Hospital,59,H,Dermatologists,400,101010
5255,ONG,66,H,Dermatologists,350,1049
5256,Otro,47,H,Dermatologists,400,409
5257,Medico,51,H,Homeopath,500,36
5258,Especialista,60,H,Dentist,300,333
5259,Clinica,65,H,Dermatologists,500,556
5260,Hospital,68,H,Ayurveda,500,1022
5261,ONG,55,H,Ayurveda,1000,1029
5262,Otro,52,H,ENT Specialist,200,22
5263,Medico,54,H,Dentist,700,584
5264,Especialista,34,H,Homeopath,1050,290
5265,Clinica,62,H,General Medicine,800,549
5266,Hospital,45,H,Dermatologists,1000,554
5267,ONG,47,H,Dermatologists,1000,1065
5268,Otro,45,H,ENT Specialist,800,284
5269,Medico,35,H,Dermatologists,200,382
5270,Especialista,41,H,Dentist,500,351
5271,Clinica,50,H,ENT Specialist,1000,219
5272,Hospital,52,H,ENT Specialist,70,274
5273,ONG,60,H,General Medicine,300,1056
5274,Otro,42,H,Dentist,500,1026
5275,Medico,39,H,Homeopath,50,361
5276,Especialista,64,H,General Medicine,300,1054
5277,Clinica,30,H,General Medicine,350,424
5278,Hospital,35,H,General Medicine,250,810
